Kreisschluessel,Kreis
03151004,        Bokensdorf
03151005,        Brome
03151006,        Calberlah
03151007,        Dedelstorf
03151008,        Ehra-Lessien
03151009,        Gifhorn
03151010,        Groß Oesingen
03151011,        Hankensbüttel
03151012,        Hillerse
03151013,        Isenbüttel
03151014,        Jembke
03151015,        Leiferde
03151016,        Meine
03151017,        Meinersen
03151018,        Müden (Aller)
03151019,        Obernholz
03151020,        Osloß
03151021,        Parsau
03151022,        Ribbesbüttel
03151023,        Rötgesbüttel
03151024,        Rühen
03151025,        Sassenburg
03151026,        Schönewörde
03151027,        Schwülper
03151028,        Sprakensehl
03151029,"        Steinhorst, Niedersachs"
03151030,        Tappenbeck
03151031,        Tiddische
03151032,        Tülau
03151033,        Ummern
03151034,        Vordorf
03151035,        Wagenhoff
03151036,        Wahrenholz
03151037,        Wasbüttel
03151038,"        Wesendorf, Niedersachs"
03151039,        Weyhausen
03151040,        Wittingen
03151041,        Didderse
03151501,"        Giebel, gem.fr. Geb."
03152,"      Göttingen"
03152001,        Adelebsen
03152002,        Bilshausen
03152003,        Bodensee
03152004,        Bovenden
03152005,        Bühren
03152006,        Dransfeld
03152007,        Duderstadt
03152008,        Ebergötzen
03152009,"        Friedland, Kr Göttingen"
03152010,        Gieboldehausen
03152011,        Gleichen
03152012,        Göttingen
03152013,        Jühnde
03152014,        Krebeck
03152015,        Landolfshausen
03152016,        Hann. Münden
03152017,        Niemetal
03152018,        Obernfeld
03152019,        Rhumspringe
03152020,        Rollshausen
03152021,"        Rosdorf, Kr Göttingen"
03152022,        Rüdershausen
03152023,        Scheden
03152024,"        Seeburg, Niedersachs"
03152025,        Seulingen
03152026,"        Staufenberg, Niedersachs"
03152027,        Waake
03152028,        Wollbrandshausen
03152029,        Wollershausen
03153,"      Goslar"
03153001,"        Altenau, Bergstadt"
03153002,        Bad Harzburg
03153003,"        Braunlage"
03153004,"        Clausthal-Zellerfeld, Bergstadt"
03153005,"        Goslar"
03153006,        Hahausen
03153007,        Langelsheim
03153008,        Liebenburg
03153009,        Lutter am Barenberge
03153010,"        Sankt Andreasberg, Bergstadt"
03153011,        Schulenberg im Oberharz
03153012,        Seesen
03153013,"        Vienenburg"
03153014,        Wallmoden
03153015,"        Wildemann, Bergstadt"
03153016,"        Braunlage"
03153017,"        Goslar"
03153018,"        Clausthal-Zellerfeld, Berg- und Universitätsstadt"
03153504,"        Harz (Landkreis Goslar), gem.fr. Geb."
03154,"      Helmstedt"
03154001,        Bahrdorf
03154002,        Beierstedt
03154003,        Büddenstedt
03154004,        Danndorf
03154005,        Frellstedt
03154006,        Gevensleben
03154007,        Grafhorst
03154008,        Grasleben
03154009,        Groß Twülpstedt
03154010,        Helmstedt
03154011,        Ingeleben
03154012,        Jerxheim
03154013,        Königslutter am Elm
03154014,        Lehre
03154015,        Mariental b Helmstedt
03154016,        Querenhorst
03154017,        Räbke
03154018,        Rennau
03154019,        Schöningen
03154020,        Söllingen
03154021,        Süpplingen
03154022,        Süpplingenburg
03154023,        Twieflingen
03154024,        Velpke
03154025,        Warberg
03154026,        Wolsdorf
03154027,        Söllingen
03154028,"        Helmstedt"
03154501,"        Brunsleberfeld, gem.fr. Geb."
03154502,"        Helmstedt, gem.fr. Geb."
03154503,"        Königslutter, gem.fr. Geb."
03154504,"        Mariental, gem.fr. Geb."
03154506,"        Schöningen, gem.fr. Geb."
03155,"      Northeim"
03155001,        Bad Gandersheim
03155002,        Bodenfelde
03155003,        Dassel
03155004,        Einbeck
03155005,        Hardegsen
03155006,        Kalefeld
03155007,        Katlenburg-Lindau
03155008,        Kreiensen
03155009,        Moringen
03155010,        Nörten-Hardenberg
03155011,        Northeim
03155012,        Uslar
03155013,"        Einbeck"
03155501,        Solling (Lkr.Northeim)
03156,"      Osterode am Harz"
03156001,        Bad Grund (Harz)
03156002,        Bad Lauterberg im Harz
03156003,        Bad Sachsa
03156004,        Badenhausen
03156005,        Eisdorf
03156006,        Elbingerode
03156007,        Gittelde
03156008,        Hattorf am Harz
03156009,        Herzberg am Harz
03156010,        Hörden
03156011,        Osterode am Harz
03156012,        Walkenried
03156013,        Wieda
03156014,        Windhausen
03156015,        Wulften
03156016,        Zorge
03156017,        Bad Grund (Harz)
03156501,"        Harz (Landkreis Osterode), gem.fr. Geb."
03157,"      Peine"
03157001,        Edemissen
03157002,        Hohenhameln
03157003,        Ilsede
03157004,        Lahstedt
03157005,        Lengede
03157006,        Peine
03157007,        Vechelde
03157008,        Wendeburg
03157009,        Ilsede
03158,"      Wolfenbüttel"
03158001,        Achim
03158002,        Baddeckenstedt
03158003,        Börßum
03158004,        Burgdorf b Salzgitter
03158005,        Cramme
03158006,        Cremlingen
03158007,        Dahlum
03158008,        Denkte
03158009,        Dettum
03158010,        Dorstadt
03158011,        Elbe
03158012,        Erkerode
03158013,        Evessen
03158014,        Flöthe
03158015,        Gielde
03158016,        Haverlah
03158017,        Hedeper
03158018,        Heere
03158019,        Heiningen b Wolfenbüttel
03158020,"        Hornburg, Kr Wolfenbüttel"
03158021,        Kissenbrück
03158022,        Kneitlingen
03158023,        Ohrum
03158024,        Remlingen
03158025,        Roklum
03158026,        Schladen
03158027,"        Schöppenstedt"
03158028,        Sehlde
03158029,        Semmenstedt
03158030,        Sickte
03158031,        Uehrde
03158032,        Vahlberg
03158033,        Veltheim (Ohe)
03158034,        Werlaburgdorf
03158035,        Winnigstedt
03158036,        Wittmar
03158037,        Wolfenbüttel
03158038,        Börßum
03158039,        Schladen-Werla
03158040,        Remlingen-Semmenstedt
03158501,"        Am Großen Rhode, gem.fr. Geb."
03158502,"        Barnstorf-Warle, gem.fr. Geb."
03158503,"        Voigtsdahlum, gem.fr. Geb."
03159,"      Göttingen"
03159001,"        Adelebsen, Flecken"
03159002,        Bad Grund (Harz)
03159003,"        Bad Lauterberg im Harz"
03159004,"        Bad Sachsa"
03159005,        Bilshausen
03159006,        Bodensee
03159007,"        Bovenden, Flecken"
03159008,        Bühren
03159009,"        Dransfeld"
03159010,"        Duderstadt"
03159011,        Ebergötzen
03159012,        Elbingerode
03159013,        Friedland
03159014,"        Gieboldehausen, Flecken"
03159015,        Gleichen
03159016,"        Göttingen"
03159017,"        Hann. Münden"
03159018,        Hattorf am Harz
03159019,"        Herzberg am Harz"
03159020,        Hörden am Harz
03159021,        Jühnde
03159022,        Krebeck
03159023,        Landolfshausen
03159024,        Niemetal
03159025,        Obernfeld
03159026,"        Osterode am Harz"
03159027,        Rhumspringe
03159028,        Rollshausen
03159029,        Rosdorf
03159030,        Rüdershausen
03159031,        Scheden
03159032,        Seeburg
03159033,        Seulingen
03159034,        Staufenberg
03159035,        Waake
03159036,        Walkenried
03159037,        Wollbrandshausen
03159038,        Wollershausen
03159039,        Wulften am Harz
03159501,"        Harz (Ldkr. Göttingen), gemfr. Geb."
032,"    Hannover, Stat. Region"
03241,"      Region Hannover"
03241002,        Barsinghausen
03241003,"        Burgdorf, Region Hannover"
03241004,        Burgwedel
03241005,        Garbsen
03241006,"        Gehrden, Han"
03241007,"        Hemmingen, Han"
03241008,        Isernhagen
03241009,        Laatzen
03241010,"        Langenhagen, Han"
03241011,        Lehrte
03241012,        Neustadt am Rübenberge
03241013,        Pattensen
03241014,        Ronnenberg
03241015,        Seelze
03241016,        Sehnde
03241017,        Springe
03241018,        Uetze
03241019,        Wedemark
03241020,        Wennigsen (Deister)
03241021,        Wunstorf
03241001,"      Hannover"
03251,"      Diepholz"
03251001,        Affinghausen
03251002,        Asendorf b Bruchhausen-Vilsen
03251003,        Bahrenborstel
03251004,        Barenburg
03251005,        Barnstorf
03251006,        Barver
03251007,        Bassum
03251008,        Borstel b Sulingen
03251009,        Brockum
03251010,"        Bruchhausen-Vilsen, Flecken"
03251011,        Dickel
03251012,        Diepholz
03251013,        Drebber
03251014,        Drentwede
03251015,        Ehrenburg
03251016,        Engeln
03251017,        Eydelstedt
03251018,        Freistatt
03251019,        Hemsloh
03251020,        Hüde
03251021,        Kirchdorf b Sulingen
03251022,        Lembruch
03251023,        Lemförde
03251024,        Maasen
03251025,"        Marl, Dümmer"
03251026,        Martfeld
03251027,        Mellinghausen
03251028,        Neuenkirchen b Bassum
03251029,        Quernheim
03251030,        Rehden
03251031,        Scholen
03251032,        Schwaförden
03251033,        Schwarme
03251034,        Siedenburg
03251035,        Staffhorst
03251036,        Stemshorn
03251037,        Stuhr
03251038,        Sudwalde
03251039,        Süstedt
03251040,        Sulingen
03251041,        Syke
03251042,        Twistringen
03251043,        Varrel
03251044,        Wagenfeld
03251045,        Wehrbleck
03251046,        Wetschen
03251047,        Weyhe
03251048,"        Bruchhausen-Vilsen, Flecken"
03251049,"        Bruchhausen-Vilsen, Flecken"
03252,"      Hameln-Pyrmont"
03252001,        Aerzen
03252002,        Bad Münder a. D.
03252003,        Bad Pyrmont
03252004,        Coppenbrügge
03252005,        Emmerthal
03252006,        Hameln
03252007,        Hessisch Oldendorf
03252008,        Salzhemmendorf
03254,"      Hildesheim"
03254001,        Adenstedt
03254002,        Alfeld (Leine)
03254003,        Algermissen
03254004,        Almstedt
03254005,        Bad Salzdetfurth
03254006,        Banteln
03254007,        Betheln
03254008,        Bockenem
03254009,"        Brüggen, Leine"
03254010,        Despetal
03254011,        Diekholzen
03254012,        Eberholzen
03254013,"        Eime, Flecken"
03254014,        Elze
03254015,        Everode
03254016,        Freden (Leine)
03254017,        Giesen
03254018,        Gronau (Leine)
03254019,        Harbarnsen
03254020,        Harsum
03254021,        Hildesheim
03254022,        Holle
03254023,        Lamspringe
03254024,        Landwehr
03254025,        Neuhof b Hildesheim
03254026,        Nordstemmen
03254027,        Rheden
03254028,        Sarstedt
03254029,        Schellerten
03254030,"        Sehlem, Niedersachs"
03254031,        Sibbesse
03254032,        Söhlde
03254033,        Westfeld
03254034,        Winzenburg
03254035,        Woltershausen
03254036,        Coppengrave
03254037,        Duingen
03254038,        Hoyershausen
03254039,        Marienhagen
03254040,        Weenzen
03254041,"        Duingen, Flecken"
03254042,        Freden (Leine)
03254043,"        Gronau (Leine)"
03254044,        Lamspringe
03254045,        Sibbesse
03255,"      Holzminden"
03255001,        Arholzen
03255002,"        Bevern, Kr Holzminden"
03255003,"        Bodenwerder"
03255004,        Boffzen
03255005,        Brevörde
03255007,        Deensen
03255008,        Delligsen
03255009,        Derental
03255010,        Dielmissen
03255012,        Eimen
03255013,"        Eschershausen"
03255014,        Fürstenberg
03255015,        Golmbach
03255016,"        Halle, Kr Holzminden"
03255017,        Hehlen
03255018,        Heinade
03255019,        Heinsen
03255020,        Heyen
03255021,        Holenberg
03255022,        Holzen
03255023,        Holzminden
03255025,        Kirchbrak
03255026,        Lauenförde
03255027,        Lenne
03255028,        Lüerdissen
03255030,        Negenborn
03255031,        Ottenstein
03255032,        Pegestorf
03255033,        Polle
03255034,"        Stadtoldendorf"
03255035,        Vahlbruch
03255036,        Wangelnstedt
03255501,"        Boffzen, gem.fr. Geb."
03255502,"        Eimen, gem.fr. Geb."
03255503,"        Eschershausen, gem.fr. Geb."
03255504,"        Grünenplan, gem.fr. Geb."
03255505,"        Holzminden, gem.fr. Geb."
03255506,"        Merxhausen, gem.fr. Geb."
03255508,"        Wenzen, gem.fr. Geb."
03256,"      Nienburg (Weser)"
03256001,        Balge
03256002,        Binnen
03256003,"        Bücken, Flecken"
03256004,        Diepenau
03256005,        Drakenburg
03256006,        Estorf
03256007,        Eystrup
03256008,        Gandesbergen
03256009,        Hämelhausen
03256010,        Hassel (Weser)
03256011,        Haßbergen
03256012,        Heemsen
03256013,        Hilgermissen
03256014,"        Hoya"
03256015,        Hoyerhagen
03256016,        Husum
03256017,        Landesbergen
03256018,        Leese
03256019,"        Liebenau, Kr Nienburg"
03256020,        Linsburg
03256021,        Marklohe
03256022,        Nienburg (Weser)
03256023,        Pennigsehl
03256024,        Raddestorf
03256025,        Rehburg-Loccum
03256026,        Rodewald
03256027,        Rohrsen
03256028,        Schweringen
03256029,        Steimbke
03256030,        Steyerberg
03256031,        Stöckse
03256032,        Stolzenau
03256033,        Uchte
